IP,Day,Median,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",142,17.7,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",143,17.0,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",144,16.7,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",145,16.6,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",146,16.4,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",147,16.3,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",148,15.9,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",149,15.6,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",150,15.5,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",151,15.3,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",152,15.0,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",153,14.8,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",154,14.8,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",155,14.4,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",156,14.1,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",157,14.1,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",158,13.7,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",159,13.4,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",160,13.2,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",161,12.8,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",162,12.5,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",163,12.3,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",164,12.1,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",165,11.8,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",166,11.4,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",167,11.1,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",168,10.7,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",169,10.5,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",170,10.1,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",171,9.8,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",172,9.6,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",173,9.4,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",174,9.1,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",175,8.8,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",176,8.7,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",177,8.4,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",178,8.2,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",179,8.0,,,,,,,,,,,,,,,,,,,
"Beta (5, 266)",180,7.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",1,0.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",2,0.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",3,0.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",4,0.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",5,0.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",6,0.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",7,0.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",8,0.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",9,0.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",10,0.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",11,0.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",12,1.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",13,1.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",14,1.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",15,1.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",16,2.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",17,2.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",18,2.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",19,2.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",20,3.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",21,3.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",22,3.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",23,4.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",24,4.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",25,5.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",26,5.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",27,5.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",28,6.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",29,6.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",30,6.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",31,7.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",32,7.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",33,7.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",34,7.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",35,8.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",36,8.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",37,9.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",38,9.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",39,9.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",40,9.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",41,10.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",42,10.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",43,11.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",44,11.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",45,11.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",46,11.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",47,12.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",48,12.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",49,12.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",50,12.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",51,13.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",52,13.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",53,13.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",54,13.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",55,14.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",56,14.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",57,14.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",58,15.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",59,15.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",60,15.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",61,15.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",62,15.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",63,15.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",64,15.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",65,15.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",66,16.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",67,16.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",68,16.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",69,16.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",70,16.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",71,16.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",72,16.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",73,17.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",74,17.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",75,17.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",76,17.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",77,17.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",78,17.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",79,17.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",80,17.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",81,17.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",82,17.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",83,17.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",84,17.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",85,17.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",86,17.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",87,17.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",88,17.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",89,17.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",90,18.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",91,18.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",92,18.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",93,18.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",94,18.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",95,18.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",96,18.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",97,18.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",98,18.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",99,18.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",100,18.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",101,19.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",102,19.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",103,19.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",104,19.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",105,20.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",106,20.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",107,21.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",108,22.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",109,22.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",110,22.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",111,22.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",112,22.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",113,22.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",114,22.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",115,22.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",116,22.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",117,22.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",118,22.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",119,22.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",120,22.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",121,22.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",122,22.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",123,21.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",124,21.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",125,21.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",126,21.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",127,21.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",128,20.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",129,20.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",130,20.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",131,19.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",132,19.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",133,19.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",134,19.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",135,18.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",136,18.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",137,18.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",138,17.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",139,17.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",140,17.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",141,17.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",142,16.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",143,16.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",144,16.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",145,15.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",146,15.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",147,14.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",148,14.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",149,14.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",150,14.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",151,14.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",152,13.8,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",153,13.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",154,13.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",155,12.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",156,12.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",157,12.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",158,12.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",159,11.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",160,11.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",161,11.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",162,10.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",163,10.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",164,10.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",165,10.0,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",166,9.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",167,9.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",168,9.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",169,9.1,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",170,8.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",171,8.6,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",172,8.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",173,8.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",174,7.9,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",175,7.7,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",176,7.5,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",177,7.4,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",178,7.3,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",179,7.2,,,,,,,,,,,,,,,,,,,
"Beta (2, 117)",180,7.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
